,building_id,mean_temp,std_temp,pct_above_18,pct_below_15
0,10000,6.651522125990728,8.032657574824114,13.789736356732124,81.71133051245886
1,10009,3.737599621068981,6.933675706322745,7.906573524977385,89.51653432505779
2,10014,2.6813506304786126,5.6446117247983425,4.7444066692453335,93.77252091773376
3,10019,7.0033001237736014,8.33464099880747,15.625476851710562,78.42443108411918
4,10029,5.2476079760585055,7.394648290426854,10.887050661380703,86.73045400831015
5,10031,10.19896033973635,9.578646349118323,29.68947942138291,64.84842235512477
6,10051,10.497393676439094,9.54819871158515,29.761642426913472,65.07088291464669
7,10053,4.750739989927824,7.056611772225922,8.771156558533146,87.7997179125529
8,10056,2.226675346790935,5.950550433563238,6.3443999855809095,92.06769763166433
9,10064,5.139035221056884,8.444462566951502,14.930119919470137,82.25036228712592
10,10075,8.887428750819707,7.166722819975014,15.077069163501458,79.034537585019
11,10079,5.162344771225385,8.227240643347008,14.5854909742051,82.20877897691527
12,10080,4.636502169715241,7.55787130015877,11.007044116350384,86.08615571513945
13,10082,4.809415762942886,8.211256240367053,13.692096154757955,84.71101417666304
14,10083,4.532952754964207,7.773019326316824,12.26410872256948,84.86566318082139
15,10084,3.196217440480481,7.165315771747511,9.478994127390452,89.02574913416655
16,10085,8.204131325853897,8.950115485590864,21.354100534699004,73.78987316770362
17,10086,7.907646644965108,8.322876977768326,17.951667472208797,76.99855002416626
18,10087,12.4274613489239,8.884245193709411,34.109932642535725,58.97864665044577
19,10089,12.42155682084973,8.818566457517376,33.961586109718844,59.15947154894414
20,10090,12.639232730274356,8.230039146175079,32.457686065383726,55.879897982842564
21,10093,4.858750077501955,7.855545247433859,11.742530927053318,85.17884611218234
22,10094,13.216769097993472,9.41097529195185,40.702676079461504,52.661303562633385
23,10097,8.373139626102455,9.733139417586472,25.595665513414712,71.21222011880671
24,10117,8.896681947492645,9.364336297727462,24.32181485106276,71.14105749203242
25,10119,13.778223014478744,8.711667334385803,40.95410445885487,50.140753028703564
26,10120,3.53901671006742,7.076987312623405,8.733793960096266,89.48580596744559
27,10124,13.159369910393307,8.70284443740655,37.21347347275532,56.81744807547441
28,10126,13.018819564873462,8.640555894585649,36.10483586304271,57.495587716201904
29,10128,9.298198664968277,7.7057592832698365,18.409852636058947,76.2515294993882
30,10136,3.9928477574831667,7.285742319634508,9.726437758905355,87.71095534222468
31,10144,8.750262635584319,8.48494657329267,20.705929607872672,73.89290555806596
32,10145,8.749494116630604,9.25104123274117,23.7939324918541,71.34067255069438
33,10150,3.4717296236441824,5.731202962690361,4.738237857685959,93.52595367468427
34,10161,11.298356061670448,7.431767231386193,23.012949982178924,69.31380369660042
35,10165,6.641469227414708,8.10916310409036,14.151440329218106,81.97366255144033
36,10167,11.54116104065505,8.470671408173176,29.405980199339975,63.42378079269309
37,10168,11.827701943000372,8.417235253480667,29.546096697525222,62.65228447487825
38,10174,9.856500177937107,9.747280254082304,30.524887953517315,63.53822165975625
39,10176,6.509790329255603,7.735632880594058,13.932317022282806,82.64111052382674
40,10177,5.400759642152624,6.886347854778147,9.548606463013039,87.74731600224894
41,10180,6.178678924745694,7.647054820996425,13.138055943093448,83.54489774213124
